start_token_n_1based,segment_size_c,layer_idx,unique_expert_count_mean,count,std,min,max
-1,6,1,32.807450980392154,5100,3.6927739040246377,19,43
-1,6,2,30.366470588235295,5100,3.769960708026592,15,43
-1,6,3,28.659411764705883,5100,3.7157113362740417,16,41
-1,6,4,27.083529411764705,5100,3.639426314802956,13,40
-1,6,5,26.32764705882353,5100,3.7423256574853347,11,38
-1,6,6,21.101960784313725,5100,3.501743056065572,11,35
-1,6,7,20.077450980392157,5100,3.1871852789725827,10,35
-1,6,8,22.779215686274508,5100,3.383780425382016,12,38
-1,6,9,22.501960784313727,5100,3.354079466397096,12,37
-1,6,10,24.502745098039217,5100,3.672965683325921,13,37
-1,6,11,25.03078431372549,5100,3.510669777586785,14,36
-1,6,12,24.132549019607843,5100,3.4015557987311773,14,35
-1,6,13,26.77686274509804,5100,3.628947858822939,13,40
-1,6,14,23.767254901960783,5100,3.414570591696286,12,38
-1,6,15,22.034901960784314,5100,3.364961043791827,12,37
-1,6,16,24.14294117647059,5100,3.2488716306430376,13,37
-1,6,17,25.81392156862745,5100,3.4399112094604725,13,37
-1,6,18,18.77764705882353,5100,3.5241539500816996,9,33
-1,6,19,18.49607843137255,5100,3.0453499018079295,10,32
-1,6,20,20.801176470588235,5100,3.345573188708828,11,34
-1,6,21,21.262549019607842,5100,3.4406817938683614,11,35
-1,6,22,23.410980392156862,5100,3.680689741813772,12,37
-1,6,23,24.412549019607845,5100,3.5649906091449712,13,37
-1,6,24,23.327843137254902,5100,3.485544245156011,13,37
-1,6,25,26.49607843137255,5100,3.7446155779149706,12,39
-1,6,26,23.661176470588234,5100,3.4728237210101103,13,36
-1,6,27,22.000196078431372,5100,3.6046808764722136,11,39
-1,6,28,24.08137254901961,5100,3.4464277685777365,11,36
-1,6,29,25.624117647058824,5100,3.790204070668959,13,40
-1,6,30,18.173529411764704,5100,3.4393699758342953,10,33
-1,6,31,17.881960784313726,5100,3.343595576196907,9,31
-1,6,32,20.67235294117647,5100,3.5790323820365426,11,36
-1,6,33,21.180392156862744,5100,3.5873117364328837,12,34
