algorithm,cache_ratio,step,iso_alpha_mean,iso_alpha_std,seq_alpha_mean,seq_alpha_std,iso_total,seq_total,alpha_decay,iso_stop_rate,seq_stop_rate
Alg4_ErrorBudget,0.500,8,0.6223,0.2816,0.6559,0.4250,0.6863,0.7747,0.7171,0.0000,0.0000
Alg4_ErrorBudget,0.250,1,0.6331,0.2318,0.6331,0.2318,0.5757,0.3219,0.2670,0.0000,0.0000
Alg4_ErrorBudget,0.250,2,0.6270,0.2129,0.4756,0.3233,0.5757,0.3219,0.2670,0.0000,0.0000
Alg4_ErrorBudget,0.250,3,0.6217,0.2237,0.3369,0.3384,0.5757,0.3219,0.2670,0.0000,0.0000
Alg4_ErrorBudget,0.250,4,0.5949,0.2513,0.3093,0.3671,0.5757,0.3219,0.2670,0.0000,0.0000
Alg4_ErrorBudget,0.250,5,0.5777,0.2628,0.2335,0.3137,0.5757,0.3219,0.2670,0.0000,0.0000
Alg4_ErrorBudget,0.250,6,0.5446,0.2437,0.2112,0.3007,0.5757,0.3219,0.2670,0.0000,0.0000
Alg4_ErrorBudget,0.250,7,0.5310,0.2941,0.2065,0.3277,0.5757,0.3219,0.2670,0.0000,0.0000
Alg4_ErrorBudget,0.250,8,0.4756,0.2804,0.1691,0.2742,0.5757,0.3219,0.2670,0.0000,0.0000
Alg5_Bandit,0.500,1,0.9082,0.0595,0.9215,0.0611,0.6883,0.7631,0.6744,0.0000,0.0000
Alg5_Bandit,0.500,2,0.7256,0.2136,0.8897,0.1867,0.6883,0.7631,0.6744,0.0000,0.0000
Alg5_Bandit,0.500,3,0.6881,0.2053,0.8064,0.3137,0.6883,0.7631,0.6744,0.0000,0.0000
Alg5_Bandit,0.500,4,0.6866,0.2819,0.7290,0.3562,0.6883,0.7631,0.6744,0.0000,0.0000
Alg5_Bandit,0.500,5,0.6590,0.2748,0.7143,0.3732,0.6883,0.7631,0.6744,0.0000,0.0000
Alg5_Bandit,0.500,6,0.6117,0.2692,0.7585,0.3387,0.6883,0.7631,0.6744,0.0000,0.0000
Alg5_Bandit,0.500,7,0.6201,0.2931,0.6642,0.4242,0.6883,0.7631,0.6744,0.0000,0.0000
Alg5_Bandit,0.500,8,0.6071,0.2861,0.6215,0.4363,0.6883,0.7631,0.6744,0.0000,0.0000
Alg5_Bandit,0.250,1,0.6591,0.2372,0.6801,0.2147,0.6076,0.3377,0.1733,0.0000,0.0000
Alg5_Bandit,0.250,2,0.6619,0.1780,0.5207,0.3430,0.6076,0.3377,0.1733,0.0000,0.0000
Alg5_Bandit,0.250,3,0.6791,0.1773,0.4658,0.3390,0.6076,0.3377,0.1733,0.0000,0.0000
Alg5_Bandit,0.250,4,0.6481,0.2588,0.3334,0.3525,0.6076,0.3377,0.1733,0.0000,0.0000
Alg5_Bandit,0.250,5,0.6498,0.2507,0.2272,0.3333,0.6076,0.3377,0.1733,0.0000,0.0000
Alg5_Bandit,0.250,6,0.5542,0.2357,0.1953,0.3040,0.6076,0.3377,0.1733,0.0000,0.0000
Alg5_Bandit,0.250,7,0.5301,0.2874,0.1612,0.3066,0.6076,0.3377,0.1733,0.0000,0.0000
Alg5_Bandit,0.250,8,0.4782,0.2668,0.1179,0.2391,0.6076,0.3377,0.1733,0.0000,0.0000
StaticEBB,0.500,1,0.9118,0.0656,0.9118,0.0656,0.6846,0.7682,0.7147,0.7578,0.9688
StaticEBB,0.500,2,0.7251,0.2132,0.9139,0.1181,0.6846,0.7682,0.7147,0.7578,0.9688
StaticEBB,0.500,3,0.6989,0.1872,0.8352,0.2991,0.6846,0.7682,0.7147,0.7578,0.9688
StaticEBB,0.500,4,0.6667,0.2984,0.7720,0.3386,0.6846,0.7682,0.7147,0.7578,0.9688
StaticEBB,0.500,5,0.6544,0.2851,0.6805,0.4098,0.6846,0.7682,0.7147,0.7578,0.9688
StaticEBB,0.500,6,0.5972,0.2637,0.7198,0.3718,0.6846,0.7682,0.7147,0.7578,0.9688
StaticEBB,0.500,7,0.6179,0.2900,0.6610,0.4376,0.6846,0.7682,0.7147,0.7578,0.9688
StaticEBB,0.500,8,0.6045,0.2872,0.6516,0.4370,0.6846,0.7682,0.7147,0.7578,0.9688
StaticEBB,0.250,1,0.6391,0.2637,0.6391,0.2637,0.5701,0.3833,0.3502,1.0000,1.0000
StaticEBB,0.250,2,0.6304,0.2152,0.5111,0.3136,0.5701,0.3833,0.3502,1.0000,1.0000
StaticEBB,0.250,3,0.5740,0.2690,0.5141,0.3692,0.5701,0.3833,0.3502,1.0000,1.0000
StaticEBB,0.250,4,0.6009,0.2789,0.4342,0.3670,0.5701,0.3833,0.3502,1.0000,1.0000
StaticEBB,0.250,5,0.6002,0.2498,0.3181,0.3555,0.5701,0.3833,0.3502,1.0000,1.0000
StaticEBB,0.250,6,0.5055,0.2569,0.2473,0.3404,0.5701,0.3833,0.3502,1.0000,1.0000
StaticEBB,0.250,7,0.5142,0.2810,0.1786,0.3075,0.5701,0.3833,0.3502,1.0000,1.0000
StaticEBB,0.250,8,0.4963,0.3023,0.2238,0.3302,0.5701,0.3833,0.3502,1.0000,1.0000
OnlineAB,0.500,1,0.9155,0.0682,0.9135,0.0737,0.6861,0.7831,0.7507,0.5195,0.9609
OnlineAB,0.500,2,0.7119,0.2368,0.9185,0.1154,0.6861,0.7831,0.7507,0.5195,0.9609
OnlineAB,0.500,3,0.6950,0.1874,0.8327,0.2974,0.6861,0.7831,0.7507,0.5195,0.9609
OnlineAB,0.500,4,0.6869,0.2917,0.7732,0.3319,0.6861,0.7831,0.7507,0.5195,0.9609
OnlineAB,0.500,5,0.6538,0.2870,0.7118,0.3963,0.6861,0.7831,0.7507,0.5195,0.9609
OnlineAB,0.500,6,0.6010,0.2576,0.7406,0.3579,0.6861,0.7831,0.7507,0.5195,0.9609
OnlineAB,0.500,7,0.6160,0.2937,0.6891,0.4177,0.6861,0.7831,0.7507,0.5195,0.9609
OnlineAB,0.500,8,0.6088,0.2901,0.6858,0.4283,0.6861,0.7831,0.7507,0.5195,0.9609
OnlineAB,0.250,1,0.6598,0.2558,0.6503,0.2566,0.5865,0.3553,0.2358,1.0000,1.0000
OnlineAB,0.250,2,0.6470,0.2051,0.5030,0.3276,0.5865,0.3553,0.2358,1.0000,1.0000
OnlineAB,0.250,3,0.6040,0.2672,0.4574,0.3804,0.5865,0.3553,0.2358,1.0000,1.0000
OnlineAB,0.250,4,0.5948,0.2935,0.4028,0.3721,0.5865,0.3553,0.2358,1.0000,1.0000
OnlineAB,0.250,5,0.6220,0.2784,0.2788,0.3216,0.5865,0.3553,0.2358,1.0000,1.0000
OnlineAB,0.250,6,0.5024,0.2485,0.2103,0.3237,0.5865,0.3553,0.2358,1.0000,1.0000
OnlineAB,0.250,7,0.5364,0.2737,0.1865,0.3110,0.5865,0.3553,0.2358,1.0000,1.0000
OnlineAB,0.250,8,0.5259,0.2885,0.1533,0.2919,0.5865,0.3553,0.2358,1.0000,1.0000
HybridCP,0.500,1,0.9128,0.0867,0.9128,0.0867,0.6882,0.8007,0.7559,0.0000,0.0000
HybridCP,0.500,2,0.7287,0.2111,0.9144,0.1094,0.6882,0.8007,0.7559,0.0000,0.0000
HybridCP,0.500,3,0.6873,0.2211,0.8672,0.2550,0.6882,0.8007,0.7559,0.0000,0.0000
HybridCP,0.500,4,0.6882,0.2904,0.7988,0.3021,0.6882,0.8007,0.7559,0.0000,0.0000
HybridCP,0.500,5,0.6618,0.2818,0.7396,0.3716,0.6882,0.8007,0.7559,0.0000,0.0000
HybridCP,0.500,6,0.6116,0.2632,0.7722,0.3499,0.6882,0.8007,0.7559,0.0000,0.0000
HybridCP,0.500,7,0.6107,0.2973,0.7107,0.4054,0.6882,0.8007,0.7559,0.0000,0.0000
HybridCP,0.500,8,0.6046,0.2867,0.6899,0.4181,0.6882,0.8007,0.7559,0.0000,0.0000
HybridCP,0.250,1,0.7158,0.2064,0.7158,0.2064,0.6148,0.4802,0.4554,0.0000,0.0000
HybridCP,0.250,2,0.6785,0.1952,0.6587,0.2785,0.6148,0.4802,0.4554,0.0000,0.0000
HybridCP,0.250,3,0.6167,0.1989,0.5450,0.3497,0.6148,0.4802,0.4554,0.0000,0.0000
HybridCP,0.250,4,0.6546,0.2697,0.5091,0.3887,0.6148,0.4802,0.4554,0.0000,0.0000
HybridCP,0.250,5,0.6390,0.2530,0.4249,0.3865,0.6148,0.4802,0.4554,0.0000,0.0000
HybridCP,0.250,6,0.5744,0.2528,0.3467,0.3982,0.6148,0.4802,0.4554,0.0000,0.0000
HybridCP,0.250,7,0.5613,0.2901,0.3155,0.3926,0.6148,0.4802,0.4554,0.0000,0.0000
HybridCP,0.250,8,0.4784,0.2695,0.3260,0.3823,0.6148,0.4802,0.4554,0.0000,0.0000
